,LiteratureID,ReferenceCount,AuthorCount,FundingAgencyCount,Cluster,PCA1,PCA2
1547,85135017859,162,9,0,3,0.1354649010050415,3.0600297270346535
1548,85135034115,10,2,0,0,-0.47648541289842833,-0.841496095875138
1549,85135052806,49,9,9,4,0.1489062053974366,0.09504265064331553
1550,85135072802,41,6,2,4,-0.24500811028765157,-0.06056551421512464
1551,85135079226,31,6,3,0,-0.23344107334326575,-0.32437615134149905
1552,85135193559,0,10,0,0,-0.5012836140627946,-1.100802398503722
1553,85135209584,51,6,6,4,-0.0016485970599402434,0.16830355087496188
1554,85135245774,51,4,2,4,-0.2092448551790348,0.19687780348135903
1555,85135280014,21,3,2,0,-0.3293271834398441,-0.5732786671873079
1556,85135428496,43,6,1,4,-0.2881097657040643,-0.0022127352640437183
1557,85135448358,20,3,0,0,-0.4352396308176863,-0.5849842706447045
1558,85135495353,43,4,6,4,-0.03683823351338396,-0.036533312322964695
1559,85135578225,15,2,0,0,-0.4567762763534115,-0.7130849345155795
1560,85135694636,61,6,1,4,-0.2171568741420038,0.46006744563036656
1561,85135732672,12,5,5,0,-0.20819268113619915,-0.8260046958336528
1562,85135832662,75,13,9,2,0.25870375139435764,0.7615386997582857
1563,85135857839,26,5,6,0,-0.10202178877573267,-0.4734417584341467
1564,85135902292,51,5,3,4,-0.15643203615390694,0.18957899158541802
1565,85135986762,43,76,9,4,0.24769834392088028,-0.07985407472994449
1566,85136026197,105,5,1,2,-0.04554398153656434,1.590396163083164
1567,85136195780,82,8,1,2,-0.13072348267151637,0.998773328363145
1568,85136325598,10,2,0,0,-0.47648541289842833,-0.841496095875138
1569,85136468385,31,7,2,0,-0.2825988743869768,-0.31769833442292494
1570,85136479357,20,7,0,0,-0.4279295948548526,-0.5862262605994382
1571,85136531175,35,1,0,4,-0.37976723916405275,-0.19912979158866245
1572,85136533985,61,5,4,4,-0.06602845302945388,0.4394129998972773
1573,85136547873,23,7,3,0,-0.26314818282458424,-0.5301445070054758
1574,85136565296,5,6,1,0,-0.43789920344619204,-0.9781375615966874
1575,85136619553,21,8,4,0,-0.21821901841746308,-0.5888077834452402
1576,85136734883,19,3,0,0,-0.43918145812668963,-0.6106665029166162
1577,85136879457,34,10,3,4,-0.214305555453422,-0.24857144448049773
1578,85136894604,51,6,0,4,-0.30756045726645687,0.2102334373185073
1579,85136987861,16,21,0,0,-0.41811177822094825,-0.693302154528653
1580,85137008512,37,7,3,4,-0.20796260049853715,-0.17059325519871235
1581,85137011782,49,5,2,4,-0.21530100080633308,0.14520284144885226
1582,85137075809,19,1,1,0,-0.3918511660736871,-0.6170338223465068
1583,85137122935,42,8,1,4,-0.28839657503165084,-0.02851596251332226
1584,85137125890,26,4,2,0,-0.30779053790411887,-0.4451780033164331
1585,85137209218,76,2,1,2,-0.16533950046978704,0.8465429196637755
1586,85137297676,164,4,2,3,0.23618163073834494,3.0989700502073783
1587,85137350425,38,4,2,4,-0.2604886101960785,-0.1369912160534928
1588,85137351333,38,1,0,4,-0.36794175723704264,-0.12208309477292739
1589,85137419881,74,5,2,2,-0.11675531808124907,0.7872586482466443
1590,85137523943,552,4,0,6,1.66364000656281,13.077652800523627
1591,85137546152,46,4,0,4,-0.3309246117928905,0.08244327093631576
1592,85137558194,45,7,0,4,-0.3293839121297686,0.05582954619835378
1593,85137561882,70,3,3,2,-0.08519233526425991,0.678162399729107
1594,85137579088,0,2,0,0,-0.5159036859884619,-1.0983184185942547
1595,85137580479,13,3,0,0,-0.46283242198070984,-0.7647598965480863
1596,85137594876,44,7,3,4,-0.18036980933551364,0.009182370704669396
1597,85137605043,17,4,0,0,-0.44523760375398796,-0.6623414649491229
1598,85137773017,9,2,0,0,-0.48042724020743166,-0.8671783281470495
1599,85137886621,35,7,5,4,-0.11387563504770502,-0.23593434855705087
1600,85137912404,63,4,2,4,-0.16194292747099445,0.5050645907442992
1601,85137915823,97,4,0,2,-0.12989141903371906,1.3922371168038115
1602,85137920388,70,13,9,2,0.23899461484934084,0.6331275383987273
1603,85137972791,21,5,0,0,-0.4276427855272661,-0.5599230333501597
1604,85138059747,64,5,0,2,-0.25814421124012155,0.5444129543420426
1605,85138108039,47,6,1,4,-0.2723424564680509,0.10051619382360301
1606,85138138761,107,3,2,2,0.009669965134445013,1.6353933081970966
1607,85138148154,56,10,4,4,-0.07660004462092863,0.30944935109430166
1608,85138183020,70,6,1,2,-0.18168042836097353,0.6912075360775718
1609,85138199307,34,2,0,4,-0.38188155748234764,-0.22512252134925756
1610,85138350727,55,4,0,4,-0.29544816601186025,0.31358336138352083
1611,85138359855,40,4,0,4,-0.35457557564691067,-0.07165012269515433
1612,85138378528,39,7,0,4,-0.35303487598378874,-0.09826384743311631
1613,85138459939,9,7,6,0,-0.16537783504737294,-0.9106607020340121
1614,85138564993,71,4,2,2,-0.13040830899896758,0.7105224489195927
1615,85138667865,34,8,4,4,-0.1669752634004194,-0.25493876391038844
1616,85138719937,61,7,3,4,-0.1133587450824565,0.44578031932716794
1617,85138728572,44,9,1,4,-0.2786854114229357,0.02253800454181767
1618,85138749446,24,4,1,0,-0.366659502556545,-0.48955415345299885
1619,85138759452,79,3,7,2,0.15422535065444806,0.8813492325472817
1620,85138789451,37,5,2,4,-0.26260292851437345,-0.16298394581408795
1621,85138847607,70,5,1,2,-0.18350793735168194,0.6915180335662552
1622,85139030836,34,4,3,4,-0.22527060939767252,-0.24670845954839715
1623,85139044043,56,9,1,4,-0.23138348371489537,0.33072479180475783
1624,85139046997,98,13,0,2,-0.10950201080833995,1.4151248716775722
1625,85139068460,79,5,3,2,-0.04606087150181285,0.9086814951989451
1626,85139259417,62,4,7,4,0.08904179539209935,0.4444407864360996
1627,85139293960,70,13,6,2,0.08603868474608255,0.6540924816204999
1628,85139328368,150,4,0,3,0.07902542834345905,2.7533954272151298
1629,85139397138,27,6,3,0,-0.24920838257927921,-0.4271050804291458
1630,85139404939,115,2359,1,5,4.29583045568108,1.116307397441482
1631,85139459340,31,3,0,0,-0.3918795304186493,-0.30247971565367604
1632,85139514859,52,3,2,4,-0.20713053686073984,0.22287053324195416
1633,85139550560,50,6,7,4,0.04539488566547583,0.13563300419579266
1634,85139699919,473,3,0,6,1.350408140160836,11.049066948531287
1635,85139785389,58,8,1,4,-0.22532733808759706,0.38239975383726466
1636,85139791806,35,10,6,4,-0.05740779804116035,-0.24385415543035877
1637,85139803923,17,3,0,0,-0.44706511274469635,-0.6620309674604395
1638,85139870050,28,7,0,0,-0.3963949763828257,-0.38076840242414484
1639,85139888738,12,3,0,0,-0.4667742492897132,-0.790442128819998
1640,85139966508,28,6,3,0,-0.24526655527027585,-0.4014228481572341
1641,85139978021,31,2,1,0,-0.34272172937493833,-0.30915753257225015
1642,85140027804,50,5,1,4,-0.2623444835317492,0.17787338812802148
1643,85140218602,58,2,2,4,-0.1853070819974281,0.3772744243621076
1644,85140273406,48,6,2,4,-0.21741531912462805,0.11921011168825713
1645,85140303211,89,4,3,2,-0.008470107402487648,1.1658143154067455
1646,85140311013,17,2,2,0,-0.34692200166656595,-0.6756970987862713
1647,85140330577,82,13,4,2,0.03136999238528401,0.9762558976979553
1648,85140336433,25,3,0,0,-0.41553049427266947,-0.4565731092851461
1649,85140359103,41,3,6,4,-0.04654939712209909,-0.08758727937810462
1650,85140454399,116,10,1,2,0.006953663816014721,1.8713482306307754
1651,85140577156,7,3,0,0,-0.48648338583473,-0.9188532901795563
1652,85140594312,86,4,0,2,-0.17325151943275602,1.1097325618127831
1653,85140595411,62,3,4,4,-0.06574164370186736,0.46571622714655575
1654,85140622721,88,5,0,2,-0.16354035582404086,1.160786528867923
1655,85140648210,45,2,0,4,-0.33852145708331066,0.057382033641770934
1656,85140785920,48,3,1,4,-0.27388315613117276,0.127129918561565
