toInteger(a1.id),toInteger(a2.id)
57217861256,7004514935
24587653600,7004514935
57221730249,7004514935
57221722614,7004514935
57204450016,7004514935
22934697400,7004514935
6603572528,7004514935
47561703800,7004514935
57217861256,7004514935
36008540600,7004514935
55023827200,7004514935
56479242500,7004514935
57719254300,7004514935
6508110749,7004514935
13609834900,7004514935
13609834900,7004514935
54888991800,7004514935
57719269400,7004514935
57221443484,7004514935
57192415966,7004514935
57719213700,7004514935
54889047600,7004514935
25632758100,7004514935
54889023400,7004514935
6602522766,7004514935
13609834900,7004514935
16024091400,7004514935
7004339510,7004514935
14720203700,7004514935
6603269121,7004514935
6602522766,7004514935
13609834900,7004514935
55880981100,7004514935
57722908200,7004514935
6603008024,7004514935
36445282400,7004514935
26642846100,7004514935
55480021000,7004514935
6602522766,7004514935
6507297904,7004514935
22978959900,7004514935
57722421600,7004514935
57214884720,7004514935
24492660200,7004514935
13609834900,7004514935
16024091400,7004514935
7004339510,7004514935
14720203700,7004514935
57219345231,7004514935
14720203700,7004514935
13609834900,7004514935
7004339510,7004514935
57200551902,7004514935
14720203700,7004514935
57191450739,7004514935
57215579495,7004514935
57215575937,7004514935
57198778347,7004514935
54888991800,7004514935
7004339510,7004514935
24587653600,7004514935
6602331011,7004514935
57216716440,7004514935
57221730249,7004514935
57204450016,7004514935
22934697400,7004514935
6603572528,7004514935
47561703800,7004514935
7004339510,7004514935
24587653600,7004514935
6602331011,7004514935
57216716440,7004514935
57221730249,7004514935
57204450016,7004514935
22934697400,7004514935
6603572528,7004514935
47561703800,7004514935
7004339510,7004514935
56966741500,57211003791
26421564900,57211003791
57880182000,57211003791
57210703583,57211003791
57880766600,57211003791
56966741500,55863611900
26421564900,55863611900
57880182000,55863611900
57210703583,55863611900
57880766600,55863611900
23987894400,8625453500
56784352300,8625453500
56345841100,8625453500
24343121900,8625453500
6507163935,8625453500
57208758190,57224185022
57224204784,57224185022
6601982238,57224185022
23977556000,57224185022
57224185022,57208758190
6601982238,57208758190
23977556000,57208758190
57224185022,57224204784
6601982238,57224204784
23977556000,57224204784
57208280884,57072238400
57208280884,57072238400
57211110029,14031097900
6507375101,14031097900
55801919000,14031097900
56384470400,14031097900
57211111024,14031097900
57211107452,14031097900
57211110860,14031097900
57216751662,14031097900
57222021602,14031097900
55345785200,14031097900
55801919000,14031097900
57211111024,14031097900
57222014847,14031097900
57219422522,14031097900
6507375101,14031097900
55801919000,14031097900
57211107452,14031097900
57211110860,14031097900
57216751662,14031097900
57222021602,14031097900
55345785200,14031097900
57222022356,14031097900
14031097900,57211110029
6507375101,57211110029
55801919000,57211110029
56384470400,57211110029
57211111024,57211110029
57211107452,57211110029
57211110860,57211110029
57216751662,57211110029
57222021602,57211110029
55345785200,57211110029
55801919000,57211110029
57211111024,57211110029
57222014847,57211110029
57219422522,57211110029
6507375101,57211110029
55801919000,57211110029
57211107452,57211110029
57211110860,57211110029
57216751662,57211110029
57222021602,57211110029
55345785200,57211110029
57222022356,57211110029
6506769566,57188736093
57226135137,57188736093
35794764900,57188736093
57202859972,57202852793
6503907160,57202852793
15830686100,15731227200
15830686100,15731227200
7004373857,15731227200
55155452600,15731227200
57203684092,15731227200
15830686100,15731227200
35101621200,58188624300
6603013184,58188624300
25724694000,57201381348
57192896481,57192887946
57203243067,57192887946
57192893174,57192887946
18438467200,57192887946
57192896481,57192887946
57203243067,57192887946
18438467200,57192887946
57192893174,57192887946
57192896481,57192887946
18438467200,57192887946
57192896481,57192887946
18438467200,57192887946
57192896481,57192887946
18438467200,57192887946
57223208387,57192887946
57223193219,57192887946
57192896481,57192887946
18438467200,57192887946
15848887500,57192887946
57192896481,57192887946
57203243067,57192887946
18438467200,57192887946
57192896481,57192887946
57203243067,57192887946
18438467200,57192887946
57192896481,57192887946
18438467200,57192887946
57192896481,57192887946
18438467200,57192887946
57192896481,57192887946
18438467200,57192887946
57219347819,57192887946
57192896481,57192887946
18438467200,57192887946
57219347819,57192887946
35503994300,55240145700
57221246839,55240145700
6602780621,55240145700
6701374989,55240145700
23009851100,55240145700
57202455717,55240145700
8643241300,55240145700
57193789342,55240145700
6701601380,55240145700
6507542846,55240145700
35503994300,55240145700
57221246839,55240145700
25122789600,57015426900
25122789600,57015316500
6507384130,36473385300
26028279300,36473385300
16417107900,36473385300
14719010100,36473385300
6506435474,36473385300
6507384130,36473385300
15132461300,36473385300
7801643265,37055308000
57773239200,37055308000
57773066800,37055308000
7005670107,37055308000
7005670107,37055308000
7801643265,37055308000
55537994400,37055308000
7005670107,37055308000
55537994400,37055308000
7005670107,37055308000
7801643265,6507490091
57773239200,6507490091
57773066800,6507490091
7005670107,6507490091
7005670107,6507490091
7801643265,6507490091
55537994400,6507490091
7005670107,6507490091
55537994400,6507490091
7005670107,6507490091
26639828900,57204559006
57204564012,57204559006
57224622501,23983540900
37018431300,23983540900
6504045188,23983540900
8948453500,23983540900
8948453500,23983540900
57203408257,23983540900
57224622501,23983540900
55932603900,56411951700
7006773706,56411951700
6603217708,56411951700
55917075900,56411951700
7006773706,56411951700
57184359800,56411951700
55761924500,56411951700
56083955700,56411951700
35731833400,36163549700
55324535000,36163549700
56674641800,36163549700
26423853000,36163549700
57201152770,36163549700
39863697900,36163549700
35731960200,36163549700
26432251300,36163549700
8071686900,36163549700
57201155755,36163549700
23566826100,36163549700
8071686900,36163549700
6508148677,36163549700
6508083588,36163549700
55966228800,36163549700
26642977900,36163549700
6602219633,36163549700
36545927200,36163549700
26421273000,36163549700
56850224600,36163549700
6507862566,36163549700
23473897000,36163549700
26325129300,36163549700
26636470600,36163549700
8071686900,36163549700
34880878000,36163549700
13613798500,36163549700
19833745200,36163549700
26634931900,36163549700
55830649500,36163549700
8071686900,36163549700
8071686900,36163549700
36163549700,35731833400
55324535000,35731833400
56674641800,35731833400
26423853000,35731833400
57201152770,35731833400
39863697900,35731833400
35731960200,35731833400
26432251300,35731833400
8071686900,35731833400
57201155755,35731833400
23566826100,35731833400
8071686900,35731833400
6508148677,35731833400
6508083588,35731833400
55966228800,35731833400
26642977900,35731833400
6602219633,35731833400
36545927200,35731833400
26421273000,35731833400
56850224600,35731833400
6507862566,35731833400
23473897000,35731833400
26325129300,35731833400
26636470600,35731833400
8071686900,35731833400
34880878000,35731833400
13613798500,35731833400
19833745200,35731833400
26634931900,35731833400
55830649500,35731833400
8071686900,35731833400
8071686900,35731833400
36163549700,55324535000
35731833400,55324535000
56674641800,55324535000
26423853000,55324535000
57201152770,55324535000
39863697900,55324535000
35731960200,55324535000
26432251300,55324535000
8071686900,55324535000
57201155755,55324535000
23566826100,55324535000
8071686900,55324535000
6508148677,55324535000
6508083588,55324535000
55966228800,55324535000
26642977900,55324535000
6602219633,55324535000
36545927200,55324535000
26421273000,55324535000
56850224600,55324535000
6507862566,55324535000
23473897000,55324535000
26325129300,55324535000
26636470600,55324535000
8071686900,55324535000
34880878000,55324535000
13613798500,55324535000
19833745200,55324535000
26634931900,55324535000
55830649500,55324535000
8071686900,55324535000
8071686900,55324535000
36163549700,56674641800
35731833400,56674641800
55324535000,56674641800
26423853000,56674641800
57201152770,56674641800
39863697900,56674641800
35731960200,56674641800
26432251300,56674641800
8071686900,56674641800
57201155755,56674641800
23566826100,56674641800
8071686900,56674641800
6508148677,56674641800
6508083588,56674641800
55966228800,56674641800
26642977900,56674641800
6602219633,56674641800
36545927200,56674641800
26421273000,56674641800
56850224600,56674641800
6507862566,56674641800
23473897000,56674641800
26325129300,56674641800
26636470600,56674641800
8071686900,56674641800
34880878000,56674641800
13613798500,56674641800
19833745200,56674641800
26634931900,56674641800
55830649500,56674641800
8071686900,56674641800
8071686900,56674641800
36163549700,26423853000
35731833400,26423853000
55324535000,26423853000
56674641800,26423853000
57201152770,26423853000
39863697900,26423853000
35731960200,26423853000
26432251300,26423853000
8071686900,26423853000
57201155755,26423853000
23566826100,26423853000
8071686900,26423853000
6508148677,26423853000
6508083588,26423853000
55966228800,26423853000
26642977900,26423853000
6602219633,26423853000
36545927200,26423853000
26421273000,26423853000
56850224600,26423853000
6507862566,26423853000
23473897000,26423853000
26325129300,26423853000
26636470600,26423853000
8071686900,26423853000
34880878000,26423853000
13613798500,26423853000
19833745200,26423853000
26634931900,26423853000
55830649500,26423853000
8071686900,26423853000
8071686900,26423853000
36163549700,57201152770
35731833400,57201152770
55324535000,57201152770
56674641800,57201152770
26423853000,57201152770
39863697900,57201152770
35731960200,57201152770
26432251300,57201152770
8071686900,57201152770
57201155755,57201152770
23566826100,57201152770
8071686900,57201152770
6508148677,57201152770
6508083588,57201152770
55966228800,57201152770
26642977900,57201152770
6602219633,57201152770
36545927200,57201152770
26421273000,57201152770
56850224600,57201152770
6507862566,57201152770
23473897000,57201152770
26325129300,57201152770
26636470600,57201152770
8071686900,57201152770
34880878000,57201152770
13613798500,57201152770
19833745200,57201152770
26634931900,57201152770
55830649500,57201152770
8071686900,57201152770
8071686900,57201152770
36163549700,39863697900
35731833400,39863697900
55324535000,39863697900
56674641800,39863697900
26423853000,39863697900
57201152770,39863697900
35731960200,39863697900
26432251300,39863697900
8071686900,39863697900
57201155755,39863697900
23566826100,39863697900
8071686900,39863697900
6508148677,39863697900
6508083588,39863697900
55966228800,39863697900
26642977900,39863697900
6602219633,39863697900
36545927200,39863697900
26421273000,39863697900
56850224600,39863697900
6507862566,39863697900
23473897000,39863697900
26325129300,39863697900
26636470600,39863697900
8071686900,39863697900
34880878000,39863697900
13613798500,39863697900
19833745200,39863697900
26634931900,39863697900
55830649500,39863697900
8071686900,39863697900
8071686900,39863697900
7004514935,36008540600
55023827200,36008540600
56479242500,36008540600
57719254300,36008540600
6508110749,36008540600
13609834900,36008540600
13609834900,36008540600
54888991800,36008540600
57719269400,36008540600
57221443484,36008540600
57192415966,36008540600
57719213700,36008540600
54889047600,36008540600
25632758100,36008540600
54889023400,36008540600
6602522766,36008540600
13609834900,36008540600
16024091400,36008540600
7004339510,36008540600
7004514935,36008540600
14720203700,36008540600
6603269121,36008540600
6602522766,36008540600
13609834900,36008540600
55880981100,36008540600
57722908200,36008540600
6603008024,36008540600
36445282400,36008540600
26642846100,36008540600
55480021000,36008540600
6602522766,36008540600
6507297904,36008540600
22978959900,36008540600
57722421600,36008540600
57214884720,36008540600
24492660200,36008540600
13609834900,36008540600
16024091400,36008540600
7004339510,36008540600
7004514935,36008540600
14720203700,36008540600
57219345231,36008540600
14720203700,36008540600
13609834900,36008540600
7004339510,36008540600
7004514935,36008540600
57200551902,36008540600
14720203700,36008540600
57191450739,36008540600
57215579495,36008540600
57215575937,36008540600
57198778347,36008540600
54888991800,36008540600
36163549700,35731960200
35731833400,35731960200
55324535000,35731960200
56674641800,35731960200
26423853000,35731960200
57201152770,35731960200
39863697900,35731960200
26432251300,35731960200
8071686900,35731960200
57201155755,35731960200
23566826100,35731960200
8071686900,35731960200
6508148677,35731960200
6508083588,35731960200
55966228800,35731960200
26642977900,35731960200
6602219633,35731960200
36545927200,35731960200
26421273000,35731960200
56850224600,35731960200
6507862566,35731960200
23473897000,35731960200
26325129300,35731960200
26636470600,35731960200
8071686900,35731960200
34880878000,35731960200
13613798500,35731960200
19833745200,35731960200
26634931900,35731960200
55830649500,35731960200
8071686900,35731960200
8071686900,35731960200
36163549700,26432251300
35731833400,26432251300
55324535000,26432251300
56674641800,26432251300
26423853000,26432251300
57201152770,26432251300
39863697900,26432251300
35731960200,26432251300
8071686900,26432251300
57201155755,26432251300
23566826100,26432251300
8071686900,26432251300
6508148677,26432251300
6508083588,26432251300
55966228800,26432251300
26642977900,26432251300
6602219633,26432251300
36545927200,26432251300
26421273000,26432251300
56850224600,26432251300
6507862566,26432251300
23473897000,26432251300
26325129300,26432251300
26636470600,26432251300
8071686900,26432251300
34880878000,26432251300
13613798500,26432251300
19833745200,26432251300
26634931900,26432251300
55830649500,26432251300
8071686900,26432251300
8071686900,26432251300
6603238369,56447136000
6508201900,56447136000
49963694900,56447136000
36240467800,56447136000
57193358558,56447136000
12041804200,56447136000
8549804600,56447136000
6505778837,56447136000
57203322200,56447136000
23993682600,56447136000
56073264000,56447136000
24764859000,56447136000
6603903536,56447136000
6603238369,8619184000
6508201900,8619184000
49963694900,8619184000
36240467800,8619184000
57193358558,8619184000
12041804200,8619184000
8549804600,8619184000
6505778837,8619184000
57203322200,8619184000
23993682600,8619184000
56073264000,8619184000
24764859000,8619184000
6603903536,8619184000
26531746600,55382181000
55536176400,55382181000
57218530325,55382181000
57218528876,55382181000
24366245400,55382181000
51061172600,55382181000
26531746600,55382181000
55536176400,55382181000
57219116773,55382181000
12239110200,55382181000
26531746600,55382181000
7004208798,55382181000
6506892388,55382181000
57211469356,55382181000
55653652000,55382181000
24366730100,55382181000
57222551180,55382181000
57222556891,55382181000
6506892388,55382181000
57219116773,55382181000
12239110200,55382181000
7004208798,55382181000
7004208798,55382181000
7004208798,55382181000
6506892388,55382181000
55653652000,55382181000
24366730100,55382181000
57222551180,55382181000
57222556891,55382181000
26531746600,55382181000
57218530325,55382181000
55295821300,55382181000
57014728200,55382181000
26531746600,55382181000
58180303400,55382181000
55249994300,55382181000
57449394000,55382181000
26531746600,55382181000
6602229260,55382181000
56196894400,55382181000
57195202826,55382181000
57719509300,55382181000
57211494618,55382181000
57224127378,55382181000
6602229260,55382181000
57219116773,55382181000
12239110200,55382181000
57737402700,55382181000
55835597800,55382181000
56196894400,55382181000
55145589900,55382181000
55249994300,55382181000
57710234400,55382181000
6507044357,55382181000
6508374434,55382181000
57449394000,55382181000
57014728200,55382181000
57192542304,57896344200
24067926600,57896344200
57194061851,23062329300
6602786069,23062329300
6602786069,23062329300
57693662400,23062329300
57194061851,23062329300
16053681700,23062329300
57486437000,23062329300
56429929800,23062329300
57194061851,57486437000
6602786069,57486437000
6602786069,57486437000
57693662400,57486437000
57194061851,57486437000
16053681700,57486437000
23062329300,57486437000
56429929800,57486437000
57194061851,56429929800
6602786069,56429929800
6602786069,56429929800
57693662400,56429929800
57194061851,56429929800
16053681700,56429929800
23062329300,56429929800
57486437000,56429929800
7007163205,57200915123
6602950054,57200915123
6602950054,57200915123
35329412300,57200915123
57195581053,57200915123
54883862800,57200915123
6602950054,57200915123
35111844700,57200915123
6602950054,57200915123
35329412300,57200915123
57218392791,57200915123
57204879585,57200915123
57211237855,57200915123
57208927890,57200915123
57191723996,57200915123
57190767025,57200915123
57218177525,57200915123
16642355800,57200915123
57743203100,57200915123
35111844700,57200915123
57201424369,57834908400
8234878400,14521628100
57195679372,14521628100
6602438635,14521628100
6602111957,23487891400
24399984300,23487891400
27267816100,23487891400
6602111957,23487891400
14819306000,23487891400
6507593766,23487891400
56997453900,23487891400
33368154000,23487891400
6507593766,23487891400
14819306000,23487891400
57189344426,23487891400
57749517800,23487891400
26221293400,23487891400
26221293400,23487891400
26221293400,23487891400
57189344426,23487891400
26221293400,23487891400
56181303300,23487891400
26221293400,23487891400
26221293400,23487891400
57189344426,23487891400
26221293400,23487891400
57384160700,23487891400
26221293400,23487891400
26221293400,23487891400
56059363300,13807928100
8635568800,13807928100
8635568800,13807928100
55901930100,13807928100
6506435474,13807928100
57210826343,13807928100
36160066500,13807928100
36992486900,13807928100
55977633900,13807928100
56061033700,13807928100
36160066500,13807928100
57219258865,13807928100
57226808959,13807928100
36630971500,13807928100
35293554000,13807928100
57189344426,26221293400
57749517800,26221293400
23487891400,26221293400
57189344426,26221293400
56181303300,26221293400
23487891400,26221293400
57189344426,26221293400
57384160700,26221293400
23487891400,26221293400
13807928100,36630971500
57226808959,36630971500
35293554000,36630971500
13807928100,35293554000
57226808959,35293554000
36630971500,35293554000
55449459900,57857263400
6601982238,57857263400
55449459900,57859410500
6601982238,57859410500
55449459900,36127692300
6601982238,36127692300
57857263400,55449459900
57859410500,55449459900
36127692300,55449459900
6601982238,55449459900
55928342500,57200577048
6507754488,57200577048
57193810374,57200577048
57217253897,57200577048
57189067135,57200577048
57193773395,57200577048
55928342500,57200577048
6507754488,57200577048
57193810374,57200577048
57217253897,57200577048
57189067135,57200577048
57193773395,57200577048
57194061851,56983015100
36071528500,56983015100
35462577600,56983015100
6602786069,56983015100
36071528500,56983015100
35462577600,56983015100
6602786069,56983015100
57194061851,56983015100
57206208503,56983015100
58018956700,56983015100
55569113000,56983015100
57218665460,56983015100
57193153102,56983015100
57204323594,56983015100
57202763590,56983015100
57218130436,56983015100
6603556481,56983015100
57202763590,56983015100
16833981000,56913456600
36676657400,56913456600
56431201000,56913456600
57205116581,56913456600
36464360000,56913456600
22985365800,56913456600
36676657400,56913456600
55325142600,7102786191
55599677800,7102786191
57077082800,7102786191
8685320500,7102786191
6505802234,7102786191
55325142600,7102786191
55599677800,7102786191
57077082800,7102786191
8685320500,7102786191
57192067941,7102786191
57192062439,7102786191
55902566300,7102786191
6508083588,7102786191
15765476200,7102786191
57042502500,7102786191
12778111900,7102786191
55902566300,7102786191
57193622273,7102786191
57192062020,7102786191
57192067863,7102786191
55303704900,7102786191
57192072910,7102786191
38761062400,7102786191
55325142600,7102786191
57077082800,7102786191
8685320500,7102786191
57077082800,7102786191
15765476200,7102786191
6505802234,7102786191
56784402300,7102786191
55885029700,7102786191
7003646635,7102786191
56784402300,7102786191
11141160200,7102786191
57042502500,7102786191
15836830300,7102786191
56784402300,7102786191
55885029700,7102786191
7003646635,7102786191
11141160200,7102786191
26533939300,7102786191
56491127200,7102786191
57190964731,7102786191
14007818700,7102786191
7801645333,7102786191
35575134400,7102786191
26533939300,7102786191
7801645333,7102786191
26533939300,7102786191
55857315000,7102786191
35580917900,7102786191
26533939300,7102786191
55857315000,7102786191
35580917900,7102786191
57208013275,7102786191
57208013109,7102786191
57192083869,7102786191
57208013574,7102786191
55499317400,7102786191
55440930600,7102786191
57220482093,7102786191
55920816000,7102786191
57220482850,7102786191
7801645333,7102786191
55499317400,7102786191
55928342500,7102786191
49663875500,7102786191
57201408171,7102786191
57216500841,7102786191
7801645333,7102786191
55928342500,7102786191
49663875500,7102786191
22234341000,7102786191
6603292983,7102786191
6507754488,7102786191
55575426700,7102786191
36997664500,7102786191
22234341000,7102786191
6507754488,7102786191
7801645333,7102786191
49663875500,7102786191
57218621131,7102786191
6505732537,7102786191
57202289345,7102786191
55891793900,7102786191
24070955800,7102786191
7801645333,7102786191
49663875500,7102786191
6603427212,7102786191
57185727700,7102786191
57205060593,7102786191
35931757600,7102786191
25228199500,7102786191
56112064600,7102786191
7005850197,7102786191
56112064600,7102786191
14008214700,7102786191
56601380700,7102786191
7801645333,7102786191
57193810374,7102786191
36474020200,7102786191
56971623300,7102786191
57242704000,7102786191
57221254743,7102786191
7801645333,7102786191
57193810374,7102786191
26533939300,7102786191
55928342500,7102786191
49663875500,7102786191
57193810374,7102786191
57801027100,7102786191
26533939300,7102786191
55928342500,7102786191
49663875500,7102786191
57193810374,7102786191
57801027100,7102786191
57941636900,7102786191
36188196700,7102786191
55499317400,7102786191
55928342500,7102786191
57201408171,7102786191
57193810374,7102786191
36474020200,7102786191
56971623300,7102786191
57242704000,7102786191
57221254743,7102786191
57217253897,7102786191
57189067135,7102786191
57193773395,7102786191
57316843800,7102786191
56347454100,7102786191
57316843900,7102786191
55928342500,7102786191
57193810374,7102786191
57217253897,7102786191
57189067135,7102786191
57193773395,7102786191
57767750300,7102786191
55857315000,7102786191
55928342500,7102786191
56906927400,7102786191
56638454400,7102786191
55857315000,7102786191
55928342500,7102786191
56906927400,7102786191
57195503706,7102786191
56638454400,7102786191
26653756700,7102786191
35573525000,7102786191
6602768177,7102786191
10539978400,56648125800
56560089400,56648125800
55520112300,56648125800
57211693170,56648125800
57210804416,56648125800
36959524700,56648125800
55531136300,56648125800
55520112300,55531136300
57211693170,55531136300
56648125800,55531136300
57210804416,55531136300
36959524700,55531136300
13609834900,57837860600
13609834900,57837860600
57210213748,57837860600
13609834900,57837860600
7004339510,57837860600
13609834900,57837860600
57210213748,57837860600
13609834900,57837860600
7004339510,57837860600
13609834900,57837860600
7004339510,57837860600
13609834900,54888988200
13609834900,54888988200
57210213748,54888988200
13609834900,54888988200
7004339510,54888988200
13609834900,54888988200
57210213748,54888988200
13609834900,54888988200
7004339510,54888988200
13609834900,54888988200
7004339510,54888988200
7004514935,55023827200
36008540600,55023827200
56479242500,55023827200
57719254300,55023827200
6508110749,55023827200
13609834900,55023827200
13609834900,55023827200
54888991800,55023827200
57719269400,55023827200
57221443484,55023827200
57192415966,55023827200
57719213700,55023827200
54889047600,55023827200
25632758100,55023827200
54889023400,55023827200
6602522766,55023827200
13609834900,55023827200
16024091400,55023827200
7004339510,55023827200
7004514935,55023827200
14720203700,55023827200
6603269121,55023827200
6602522766,55023827200
13609834900,55023827200
55880981100,55023827200
57722908200,55023827200
6603008024,55023827200
36445282400,55023827200
26642846100,55023827200
55480021000,55023827200
6602522766,55023827200
6507297904,55023827200
22978959900,55023827200
57722421600,55023827200
57214884720,55023827200
24492660200,55023827200
13609834900,55023827200
16024091400,55023827200
7004339510,55023827200
7004514935,55023827200
14720203700,55023827200
57219345231,55023827200
14720203700,55023827200
13609834900,55023827200
7004339510,55023827200
7004514935,55023827200
57200551902,55023827200
14720203700,55023827200
57191450739,55023827200
57215579495,55023827200
57215575937,55023827200
57198778347,55023827200
54888991800,55023827200
9737366400,57212473282
6504207480,57212473282
9737366400,57212473282
9737366400,57212473282
6504207480,57212473282
57221411264,57212473282
9737366400,57212473282
55514826300,57212473282
57217872222,57212473282
7004487886,57203538959
6507444168,57203538959
50662017700,57203538959
15081322300,57203538959
23973773500,57203538959
39361208800,57203538959
57984635600,57203538959
26434906700,57203538959
6506118071,57203538959
57214224384,57203538959
57214228419,57203538959
24469531400,57203538959
55330195700,57193809880
55330195700,57912385200
57186590500,26641614100
56649331800,26641614100
12791815800,26641614100
7006397913,26641614100
8071686900,26641614100
56649331800,26641614100
8071686900,26641614100
7003974471,26641614100
55966228800,26641614100
7003974471,26641614100
55199829700,26641614100
8071686900,26641614100
37000217100,26641614100
57200558813,26641614100
55199829700,26641614100
57186590500,26641614100
56649331800,26641614100
8071686900,26641614100
57186590500,26641614100
55199829700,26641614100
8071686900,26641614100
55928342500,26641614100
24472437000,26641614100
55928342500,26641614100
56649331800,26641614100
8071686900,26641614100
18635902600,26641614100
55770175000,26641614100
56649331800,26641614100
8071686900,26641614100
8071686900,26641614100
56649331800,26641614100
8071686900,26641614100
18635902600,26641614100
55770175000,26641614100
57215383935,26641614100
57215881391,26641614100
57218698902,26641614100
36538198800,26641614100
8071686900,26641614100
56649331800,57814406600
8071686900,57814406600
18635902600,57814406600
55770175000,57814406600
56649331800,57814406600
8071686900,57814406600
8071686900,57814406600
26641614100,57814406600
56649331800,57814406600
8071686900,57814406600
18635902600,57814406600
55770175000,57814406600
57215383935,57814406600
57215881391,57814406600
57218698902,57814406600
36538198800,57814406600
8071686900,57814406600
57936454300,57211386147
57936454300,23089347800
6507913970,36706861200
14028899800,36706861200
6507913970,36706861200
14028899800,36706861200
36706861200,6507913970
14028899800,6507913970
36706861200,6507913970
14028899800,6507913970
36706861200,14028899800
6507913970,14028899800
36706861200,14028899800
6507913970,14028899800
57220785482,57240289300
15137204300,57240289300
35345463900,57240289300
57076814100,57240289300
57189253592,57240289300
15137204300,57240289300
35345463900,57240289300
57076814100,57240289300
57189253592,57240289300
57220785482,57240289300
6507401383,57240289300
15137204300,57240289300
35345463900,57240289300
57076814100,57240289300
57189253592,57240289300
57220785482,57240289300
15137204300,57240289300
15137204300,57240289300
38560928000,57240289300
15137204300,57240289300
15137204300,57240289300
35345463900,57209745655
35345463900,57209745655
35345463900,57209745655
35345463900,57209745655
35345463900,57209745655
35345463900,57209745655
57240289300,57220785482
15137204300,57220785482
35345463900,57220785482
57076814100,57220785482
57189253592,57220785482
15137204300,57220785482
35345463900,57220785482
57076814100,57220785482
57189253592,57220785482
57240289300,57220785482
6507401383,57220785482
15137204300,57220785482
35345463900,57220785482
57076814100,57220785482
57189253592,57220785482
57240289300,57220785482
15137204300,57220785482
15137204300,57220785482
38560928000,57220785482
15137204300,57220785482
15137204300,57220785482
56266916800,57970537100
56904235200,57970537100
57969848600,57970537100
56904235200,57970537100
57221354713,57204809465
58130770100,57204809465
14018257100,57204809465
6602685534,55175527700
56464742700,55175527700
6602097382,55175527700
57226482963,55175527700
57223141502,55175527700
56055609000,55175527700
56055609000,55175527700
57223193131,57428012700
56857620000,58045834800
57191034244,58045834800
6507205346,58045834800
8843168500,57202588378
57212528966,57202588378
55342093400,57202588378
14219766600,57202588378
56575123300,57202588378
57217192939,57202588378
35790247800,57202588378
23393839700,57202588378
55342093400,57202588378
26325798600,55854100300
12039041500,55854100300
23036717800,55854100300
57433625400,55854100300
12039041500,55854100300
57194422345,57287197800
16418105400,57194783124
57188877865,57194783124
57194783124,16418105400
57194783124,16418105400
57188877865,16418105400
57194783124,16418105400
6603179990,57254256900
15837475500,57254256900
55623034700,57254256900
57188548466,57254256900
57254139400,57254256900
57253909600,57254256900
57253909700,57254256900
6603179990,11439995400
15837475500,11439995400
55623034700,11439995400
57188548466,11439995400
57254139400,11439995400
57253909600,11439995400
57253909700,11439995400
7004514935,56479242500
36008540600,56479242500
55023827200,56479242500
57719254300,56479242500
6508110749,56479242500
13609834900,56479242500
13609834900,56479242500
54888991800,56479242500
57719269400,56479242500
57221443484,56479242500
57192415966,56479242500
57719213700,56479242500
54889047600,56479242500
25632758100,56479242500
54889023400,56479242500
6602522766,56479242500
13609834900,56479242500
16024091400,56479242500
7004339510,56479242500
7004514935,56479242500
14720203700,56479242500
6603269121,56479242500
6602522766,56479242500
13609834900,56479242500
55880981100,56479242500
57722908200,56479242500
6603008024,56479242500
